**Sh#** | **Sh** | **Time** | **In** | **Scene** | **Description** | **Title** | **Time** | **In** | **Time** | **Out** | **Dur** | **Titles**
 |  |  |  | Good | to meet ya. |  |  |  |  |  |  | 
587 | 01:38:22:19 |  |  | FS - | JACK, LILLY, AND JUNE SIT | 1016 | 01:38:27:22 |  | 01:38:29:11 |  | 01:13 | So good to see you again, June.
 |  |  |  | So good | to see you again, June. |  |  |  |  |  |  | 
 |  |  |  |  |  | 1017 | 01:38:29:13 |  | 01:38:30:17 |  | 01:04 | JUNE:
 |  |  |  |  |  |  |  |  |  |  |  | You too, Jack.
 |  |  |  | JUNE: |  |  |  |  |  |  |  | 
 |  |  |  | You | too, Jack. |  |  |  |  |  |  | 
 |  |  |  |  |  | 1018 | 01:38:30:19 |  | 01:38:31:18 |  | 00:23 | JACK:
 |  |  |  |  |  |  |  |  |  |  |  | And Lilly.
 |  |  |  | JACK: |  |  |  |  |  |  |  | 
 |  |  |  | And | Lilly. |  |  |  |  |  |  | 
588 | 01:38:31:00 |  |  | FS - | JACK SPEAKS TO LILLY. | 1019 | 01:38:31:20 |  | 01:38:34:13 |  | 02:17 | I’m so pleased that you
 |  |  |  | JUNE | AND HAIG WATCH |  |  |  |  |  |  | could join us today.
 |  |  |  | I’m so | pleased that you |  |  |  |  |  |  | 
 |  |  |  | could | join us today. |  |  |  |  |  |  | 
589 | 01:38:33:21 |  |  | MS - | LILLY STARES INTO THE | 1020 | 01:38:34:15 |  | 01:38:35:22 |  | 01:07 | LILY:
 |  |  |  | CAMERA |  |  |  |  |  |  |  | Thank you, Mr. Delroy.
 |  |  |  | LILY: |  |  |  |  |  |  |  | 
 |  |  |  |  |  | 1021 | 01:38:36:00 |  | 01:38:37:15 |  | 01:15 | I'm so glad you
 |  |  |  | Thank | you, Mr. Delroy. |  |  |  |  |  |  | could join us too.
 |  |  |  | I'm so | glad you |  |  |  |  |  |  | 
 |  |  |  |  |  | 1022 | 01:38:37:17 |  | 01:38:38:14 |  | 00:21 | [audience laughs]
 |  |  |  | could | join us too. |  |  |  |  |  |  | 
 |  |  |  |  |  | 1023 | 01:38:38:16 |  | 01:38:39:13 |  | 00:21 | [Jack laughs]
 |  |  |  | [audience | laughs] |  |  |  |  |  |  | 
 |  |  |  |  |  | 1024 | 01:38:39:15 |  | 01:38:41:14 |  | 01:23 | JACK:
 |  |  |  | [Jack | laughs] |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | Now, Lily, you don't have to look
 |  |  |  |  |  |  |  |  |  |  |  | at the camera,
 |  |  |  | JACK: |  |  |  |  |  |  |  | 
 |  |  |  | Now, | Lily, you don't have to look at |  |  |  |  |  |  | 
 |  |  |  | the camera, |  |  |  |  |  |  |  | 
590 | 01:38:39:18 |  |  | MWS | - JACK EXPLAINS | 1025 | 01:38:41:16 |  | 01:38:44:01 |  | 02:09 | you can actually talk directly
 |  |  |  |  |  |  |  |  |  |  |  | to me.
 |  |  |  | you can | actually talk directly |  |  |  |  |  |  | 
 |  |  |  | to me. |  |  |  |  |  |  |  | 
591 | 01:38:42:10 |  |  | MCU | - LILLY LOOKS AT JACK. | 1026 | 01:38:44:03 |  | 01:38:45:03 |  | 01:00 | LILY:
 |  |  |  | THE | CAMERA TRACKS OUT |  |  |  |  |  |  | Oh, I'm sorry.
 |  |  |  | LILY: |  |  |  |  |  |  |  | 
 |  |  |  | Oh, I'm | sorry. |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | pg. 74
 |  |  |  |  |  | 1027 | 01:38:45:05 |  | 01:38:46:13 |  | 01:08 | JACK (OS/ON):
 |  |  |  | JACK | (OS/ON): |  |  |  |  |  |  | Don't be silly.
 |  |  |  | Don't | be silly. |  |  |  |  |  |  | 
 |  |  |  |  |  | 1028 | 01:38:46:15 |  | 01:38:49:22 |  | 03:07 | I wanna start with a tough
 |  |  |  | I wanna | start with a tough |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | question, if that's okay.
 |  |  |  | question, | if that's okay. |  |  |  |  |  |  | 
592 | 01:38:46:16 |  |  | MWS | - JACK SPEAKS TO LILLY |  |  |  |  |  |  | 
593 | 01:38:48:20 |  |  | MWS | - JUNE AND LILLY WATCH | 1029 | 01:38:50:00 |  | 01:38:53:01 |  | 03:01 | I'd like to know, have you
 |  |  |  |  |  |  |  |  |  |  |  | ever watched my show before?
 |  |  |  | I'd like | to know, have you |  |  |  |  |  |  | 
 |  |  |  | ever | watched my show before? |  |  |  |  |  |  | 
594 | 01:38:51:09 |  |  | FS - | JACK SPEAKS TO LILLY | 1030 | 01:38:53:03 |  | 01:38:54:05 |  | 01:02 | [audience laughs]
 |  |  |  | [audience | laughs] |  |  |  |  |  |  | 
595 | 01:38:53:11 |  |  | MWS | - LILLY EXPLAINS. JUNE | 1031 | 01:38:54:07 |  | 01:38:56:20 |  | 02:13 | LILY:
 |  |  |  | WATCHES |  |  |  |  |  |  |  | No. I'm normally
 |  |  |  |  |  |  |  |  |  |  |  | in bed by now,
 |  |  |  | LILY: |  |  |  |  |  |  |  | 
 |  |  |  | No. I'm | normally | 1032 | 01:38:56:22 |  | 01:38:58:16 |  | 01:18 | but I know who
 |  |  |  | in bed | by now, |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | you are, Mr. Delroy.
 |  |  |  | but I | know who |  |  |  |  |  |  | 
 |  |  |  |  |  | 1033 | 01:38:58:18 |  | 01:38:59:12 |  | 00:18 | JACK (OS/ON):
 |  |  |  | you are, | Mr. Delroy. |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | Oh, please.
 |  |  |  | JACK | (OS/ON): |  |  |  |  |  |  | 
 |  |  |  | Oh, please. |  |  |  |  |  |  |  | 
596 | 01:38:59:08 |  |  | FS - | JACK SPEAKS TO LILLY | 1034 | 01:38:59:14 |  | 01:39:00:10 |  | 00:20 | You can call me Jack.
 |  |  |  | You | can call me Jack. |  |  |  |  |  |  | 
597 | 01:39:00:18 |  |  | MWS | - LILLY SPEAKS. JUNE | 1035 | 01:39:01:14 |  | 01:39:03:14 |  | 02:00 | LILY:
 |  |  |  | SMILES |  |  |  |  |  |  |  | June says you're very handsome,
 |  |  |  |  |  |  |  |  |  |  |  | Jack.
 |  |  |  | LILY: |  |  |  |  |  |  |  | 
 |  |  |  | June | says you're very handsome, Jack. |  |  |  |  |  |  | 
 |  |  |  |  |  | 1036 | 01:39:03:16 |  | 01:39:05:03 |  | 01:11 | AUDIENCE (OS):
 |  |  |  |  |  |  |  |  |  |  |  | Ooh.
 |  |  |  | AUDIENCE | (OS): |  |  |  |  |  |  | 
 |  |  |  | Ooh. |  |  |  |  |  |  |  | 
598 | 01:39:05:00 |  |  | FS - | JACK BLUSHES | 1037 | 01:39:05:05 |  | 01:39:06:16 |  | 01:11 | [June laughs nervously]
 |  |  |  | [June | laughs nervously] |  |  |  |  |  |  | 
 |  |  |  |  |  | 1038 | 01:39:06:18 |  | 01:39:08:20 |  | 02:02 | LILY:
 |  |  |  |  |  |  |  |  |  |  |  | You're the man whose wife
 |  |  |  | LILY: |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | died of cancer.
 |  |  |  | You're | the man whose wife |  |  |  |  |  |  | 
 |  |  |  | died | of cancer. |  |  |  |  |  |  | 
599 | 01:39:07:08 |  |  | MWS | - JUNE INTERRUPTS LILLY | 1039 | 01:39:08:22 |  | 01:39:10:09 |  | 01:11 | JUNE:
 |  |  |  |  |  |  |  |  |  |  |  | Lilly, I don't think
 |  |  |  | JUNE: |  |  |  |  |  |  |  | Jack wants to-
 |  |  |  | Lilly, | I don't think |  |  |  |  |  |  | 
 |  |  |  | Jack | wants to- |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | pg. 75
600 | 01:39:10:01 |  |  | MS - | JACK NODS | 1040 | 01:39:10:11 |  | 01:39:13:06 |  | 02:19 | LILY (OS/ON):
 |  |  |  |  |  |  |  |  |  |  |  | I was very sad when
 |  |  |  | LILY | (OS/ON): |  |  |  |  |  |  | I heard about that.
 |  |  |  | I was | very sad when |  |  |  |  |  |  | 
 |  |  |  | I heard | about that. |  |  |  |  |  |  | 
601 | 01:39:12:23 |  |  | MS - | LILLY SPEAKS | 1041 | 01:39:13:08 |  | 01:39:16:15 |  | 03:07 | I know what it's like to lose
 |  |  |  |  |  |  |  |  |  |  |  | people who are close to you.
 |  |  |  | I know | what it's like to lose |  |  |  |  |  |  | 
 |  |  |  | people | who are close to you. |  |  |  |  |  |  | 
602 | 01:39:15:11 |  |  | MCU | - JACK WATCHES | 1042 | 01:39:16:17 |  | 01:39:19:17 |  | 03:00 | It's lonely at first,
 |  |  |  |  |  |  |  |  |  |  |  | but you'll get through.
 |  |  |  | It's lonely | at first, |  |  |  |  |  |  | 
 |  |  |  | but you'll | get through. |  |  |  |  |  |  | 
603 | 01:39:17:20 |  |  | MS - | LILLY SHRUGS |  |  |  |  |  |  | 
604 | 01:39:20:03 |  |  | MCU | - JACK NODS | 1043 | 01:39:21:13 |  | 01:39:23:21 |  | 02:08 | JACK:
 |  |  |  |  |  |  |  |  |  |  |  | Such wise words from one
 |  |  |  | JACK: |  |  |  |  |  |  |  | so young, huh?
 |  |  |  | Such | wise words from one |  |  |  |  |  |  | 
 |  |  |  | so young, | huh? | 1044 | 01:39:25:09 |  | 01:39:27:10 |  | 02:01 | JUNE:
 |  |  |  |  |  |  |  |  |  |  |  | Lilly has been through
 |  |  |  | JUNE: |  |  |  |  |  |  |  | more in her 13 years
 |  |  |  | Lilly | has been through |  |  |  |  |  |  | 
 |  |  |  | more | in her 13 years |  |  |  |  |  |  | 
605 | 01:39:26:04 |  |  | MS - | LILLY WATCHES | 1045 | 01:39:27:12 |  | 01:39:30:09 |  | 02:21 | than most adults go through
 |  |  |  |  |  |  |  |  |  |  |  | in a lifetime.
 |  |  |  | than | most adults go through |  |  |  |  |  |  | 
 |  |  |  | in a lifetime. |  |  |  |  |  |  |  | 
606 | 01:39:27:19 |  |  | MCU | - JUNE SHRUGS |  |  |  |  |  |  | 
607 | 01:39:29:21 |  |  | MS - | JACK LEANS FORWARD | 1046 | 01:39:30:11 |  | 01:39:32:15 |  | 02:04 | LILY (OS/ON):
 |  |  |  |  |  |  |  |  |  |  |  | And you needn't worry
 |  |  |  | LILY | (OS/ON): |  |  |  |  |  |  | about your TV show.
 |  |  |  | And | you needn't worry |  |  |  |  |  |  | 
 |  |  |  | about | your TV show. |  |  |  |  |  |  | 
608 | 01:39:32:10 |  |  | MCU | - LILLY SMILES | 1047 | 01:39:33:18 |  | 01:39:36:00 |  | 02:06 | I think you're gonna
 |  |  |  |  |  |  |  |  |  |  |  | be very famous soon.
 |  |  |  | I think | you're gonna |  |  |  |  |  |  | 
 |  |  |  | be very | famous soon. |  |  |  |  |  |  | 
 |  |  |  |  |  | 1048 | 01:39:36:20 |  | 01:39:39:08 |  | 02:12 | JACK:
 |  |  |  |  |  |  |  |  |  |  |  | Why, thank you for the
 |  |  |  | JACK: |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | reassurance.
 |  |  |  | Why, | thank you for the reassurance. |  |  |  |  |  |  | 
609 | 01:39:37:12 |  |  | MCU | - JACK SMILES | 1049 | 01:39:39:10 |  | 01:39:40:21 |  | 01:11 | I was beginning to wonder, Gus.
 |  |  |  | I was | beginning to wonder, Gus. | 1050 | 01:39:40:23 |  | 01:39:41:05 |  | 00:06 | [audience laughs]
 |  |  |  | [audience | laughs] |  |  |  |  |  |  | 
 |  |  |  |  |  | 1051 | 01:39:41:07 |  | 01:39:42:05 |  | 00:22 | GUS:
 |  |  |  |  |  |  |  |  |  |  |  | Me too.
 |  |  |  | GUS: |  |  |  |  |  |  |  | 
 |  |  |  | Me too. |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | pg. 76
610 | 01:39:41:14 |  |  | MS - | GUS SMILES | 1052 | 01:39:42:07 |  | 01:39:43:08 |  | 01:01 | [laughs]
 |  |  |  | [laughs] |  |  |  |  |  |  |  | 
611 | 01:39:43:09 |  |  | MWS | - LILLY SMILES. JUNE | 1053 | 01:39:43:10 |  | 01:39:44:22 |  | 01:12 | LILY:
 |  |  |  | WATCHES |  |  |  |  |  |  |  | You're welcome.
 |  |  |  | LILY: |  | 1054 | 01:39:45:00 |  | 01:39:47:11 |  | 02:11 | JACK (OS/ON):
 |  |  |  | You're | welcome. |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | Okay, well,
 |  |  |  |  |  |  |  |  |  |  |  | we're gonna take a break.
 |  |  |  | JACK | (OS/ON): |  |  |  |  |  |  | 
 |  |  |  | Okay, | well, |  |  |  |  |  |  | 
 |  |  |  | we're | gonna take a break. |  |  |  |  |  |  | 
612 | 01:39:46:13 |  |  | FS - | JACK SPEAKS TO THE | 1055 | 01:39:47:13 |  | 01:39:51:23 |  | 04:10 | But on the other side,
 |  |  |  | VIEWERS. | LILLY STARES IN THE |  |  |  |  |  |  | yes, the other side.
 |  |  |  | CAMERA |  |  |  |  |  |  |  | 
 |  |  |  |  |  | 1056 | 01:39:52:01 |  | 01:39:53:15 |  | 01:14 | We're going to spend some time
 |  |  |  | But on | the other side, |  |  |  |  |  |  | 
 |  |  |  | yes, | the other side. |  |  |  |  |  |  | 
 |  |  |  |  |  | 1057 | 01:39:53:17 |  | 01:39:56:19 |  | 03:02 | getting to know these
 |  |  |  |  |  |  |  |  |  |  |  | two extraordinary ladies.
 |  |  |  | We're | going to spend some time |  |  |  |  |  |  | 
 |  |  |  |  |  | 1058 | 01:39:57:16 |  | 01:39:58:23 |  | 01:07 | [music begins]
 |  |  |  | getting | to know these |  |  |  |  |  |  | 
 |  |  |  | two extraordinary | ladies. |  |  |  |  |  |  | 
 |  |  |  |  |  | 1059 | 01:39:59:01 |  | 01:40:03:03 |  | 04:02 | [audience cheering]
 |  |  |  | [music | begins] |  |  |  |  |  |  | 
 |  |  |  | [audience | cheering] |  |  |  |  |  |  | 
613 | 01:39:59:11 |  |  | MWS | - JUNE WHISPERS TO LILLY. |  |  |  |  |  |  | 
 |  |  |  | SHE | STARES IN THE CAMERA |  |  |  |  |  |  | 
614 | 01:40:06:19 |  |  | SUPER | - MORE TO COME | 1060 | 01:40:09:14 |  | 01:40:10:19 |  | 01:05 | [music ends]
 |  |  |  | [music | ends] |  |  |  |  |  |  | 
615 | 01:40:12:04 |  |  | FS - | JACK SPEAKS TO LILLY | 1061 | 01:40:12:11 |  | 01:40:14:10 |  | 01:23 | PHIL (OS):
 |  |  |  |  |  |  |  |  |  |  |  | And we're clear.
 |  |  |  | PHIL | (OS): |  |  |  |  |  |  | 
 |  |  |  | And | we're clear. | 1062 | 01:40:14:12 |  | 01:40:15:21 |  | 01:09 | JACK:
 |  |  |  |  |  |  |  |  |  |  |  | Great, that was great, ladies.
 |  |  |  | JACK: |  |  |  |  |  |  |  | 
 |  |  |  | Great, | that was great, ladies. |  |  |  |  |  |  | 
 |  |  |  |  |  | 1063 | 01:40:15:23 |  | 01:40:17:13 |  | 01:14 | Lilly, you're adorable.
 |  |  |  | Lilly, | you're adorable. |  |  |  |  |  |  | 
616 | 01:40:17:06 |  |  | MS - | LILLY STARES IN THE | 1064 | 01:40:17:15 |  | 01:40:18:18 |  | 01:03 | LILY:
 |  |  |  | CAMERA |  |  |  |  |  |  |  | Thank you, Jack.
 |  |  |  | LILY: |  |  |  |  |  |  |  | 
 |  |  |  |  |  | 1065 | 01:40:18:20 |  | 01:40:21:05 |  | 02:09 | And which camera
 |  |  |  | Thank | you, Jack. |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | do I look at now?
 |  |  |  | And | which camera |  |  |  |  |  |  | 
 |  |  |  |  |  | 1066 | 01:40:21:07 |  | 01:40:24:00 |  | 02:17 | JACK (OS/ON):
 |  |  |  | do I | look at now? |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | Well, we're off air, so none.
 |  |  |  | JACK | (OS/ON): |  |  |  |  |  |  | 
 |  |  |  | Well, | we're off air, so none. |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | pg. 77
617 | 01:40:22:10 |  |  | FS - | JACK STANDS | 1067 | 01:40:24:02 |  | 01:40:25:14 |  | 01:12 | Time to make ourselves
 |  |  |  |  |  |  |  |  |  |  |  | pretty again.
 |  |  |  | Time | to make ourselves |  |  |  |  |  |  | 
 |  |  |  | pretty | again. |  |  |  |  |  |  | 
618 | 01:40:25:01 |  |  | FS - | JACK WALKS OFF | 1068 | 01:40:25:16 |  | 01:40:26:17 |  | 01:01 | SAMMY:
 |  |  |  |  |  |  |  |  |  |  |  | Hey, Jack.
 |  |  |  | SAMMY: |  |  |  |  |  |  |  | 
 |  |  |  | Hey, | Jack. |  |  |  |  |  |  | 
619 | 01:40:26:12 |  |  | MS - | LILLY LOOKS AT JACK | 1069 | 01:40:27:16 |  | 01:40:29:10 |  | 01:18 | LILY:
 |  |  |  |  |  |  |  |  |  |  |  | Don't I already
 |  |  |  | LILY: |  |  |  |  |  |  |  | look pretty, Jack?
 |  |  |  | Don't | I already |  |  |  |  |  |  | 
 |  |  |  | look | pretty, Jack? |  |  |  |  |  |  | 
620 | 01:40:28:05 |  |  | MWS | - JACK LOOKS OVER | 1070 | 01:40:29:12 |  | 01:40:30:08 |  | 00:20 | SAMMY:
 |  |  |  |  |  |  |  |  |  |  |  | You're good.
 |  |  |  | SAMMY: |  |  |  |  |  |  |  | 
 |  |  |  | You're | good. |  |  |  |  |  |  | 
621 | 01:40:31:07 |  |  | MS - | JACK WATCHES | 1071 | 01:40:31:18 |  | 01:40:32:12 |  | 00:18 | JACK:
 |  |  |  |  |  |  |  |  |  |  |  | Sure you do.
 |  |  |  | JACK: |  |  |  |  |  |  |  | 
 |  |  |  | Sure | you do. |  |  |  |  |  |  | 
 |  |  |  |  |  | 1072 | 01:40:32:14 |  | 01:40:33:21 |  | 01:07 | LILY:
 |  |  |  |  |  |  |  |  |  |  |  | Hi, I'm Lilly.
 |  |  |  | LILY: |  |  |  |  |  |  |  | 
 |  |  |  | Hi, I'm | Lilly. |  |  |  |  |  |  | 
622 | 01:40:33:00 |  |  | LA MWS | - JUNE STANDS | 1073 | 01:40:33:23 |  | 01:40:35:04 |  | 01:05 | JUNE:
 |  |  |  |  |  |  |  |  |  |  |  | Jack, we need to talk.
 |  |  |  | JUNE: |  |  |  |  |  |  |  | 
 |  |  |  | Jack, | we need to talk. |  |  |  |  |  |  | 
 |  |  |  |  |  | 1074 | 01:40:35:06 |  | 01:40:36:05 |  | 00:23 | ASSISTANT (OS):
 |  |  |  |  |  |  |  |  |  |  |  | Let me take that for you, ma'am.
 |  |  |  | ASSISTANT | (OS): |  |  |  |  |  |  | 
 |  |  |  | Let me | take that for you, ma'am. |  |  |  |  |  |  | 
 |  |  |  |  |  | 1075 | 01:40:36:07 |  | 01:40:37:19 |  | 01:12 | JUNE:
 |  |  |  |  |  |  |  |  |  |  |  | Thank you.
 |  |  |  | JUNE: |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | ASSISTANT:
 |  |  |  | Thank | you. |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | Wow, weird kid.
 |  |  |  | ASSISTANT: |  |  |  |  |  |  |  | 
 |  |  |  | Wow, | weird kid. |  |  |  |  |  |  | 
623 | 01:40:36:08 |  |  | FS - | JACK WALKS ON WITH JUNE | 1076 | 01:40:40:11 |  | 01:40:41:12 |  | 01:01 | JACK:
 |  |  |  |  |  |  |  |  |  |  |  | Hey, that was great.
 |  |  |  | JACK: |  |  |  |  |  |  |  | 
 |  |  |  | Hey, | that was great. | 1077 | 01:40:41:14 |  | 01:40:42:14 |  | 01:00 | You ready?
 |  |  |  | You | ready? |  |  |  |  |  |  | 
624 | 01:40:41:20 |  |  | FS - | JACK WALKS BACKSTAGE | 1078 | 01:40:42:16 |  | 01:40:44:08 |  | 01:16 | [music begins]
 |  |  |  | WITH | JUNE. SAMMY DOES |  |  |  |  |  |  | 
 |  |  |  | LILLY'S | MAKEUP |  |  |  |  |  |  | 
 |  |  |  |  |  | 1079 | 01:40:44:10 |  | 01:40:46:04 |  | 01:18 | LILY:
 |  |  |  |  |  |  |  |  |  |  |  | This is so much fun.
 |  |  |  | [music | begins] |  |  |  |  |  |  | 
 |  |  |  | LILY: |  |  |  |  |  |  |  | 
 |  |  |  | This | is so much fun. |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | pg. 78
625 | 01:40:44:23 |  |  | MS - | SAMMY DOES LILLY'S | 1080 | 01:40:46:06 |  | 01:40:48:11 |  | 02:05 | SAMMY:
 |  |  |  | MAKEUP |  |  |  |  |  |  |  | Welcome to the
 |  |  |  |  |  |  |  |  |  |  |  | dream factory, kid.
 |  |  |  | SAMMY: |  |  |  |  |  |  |  | 
 |  |  |  | Welcome | to the |  |  |  |  |  |  | 
 |  |  |  | dream | factory, kid. |  |  |  |  |  |  | 
626 | 01:40:48:13 |  |  | MWS | - JUNE SPEAKS WITH JACK | 1081 | 01:40:48:13 |  | 01:40:50:09 |  | 01:20 | JUNE:
 |  |  |  |  |  |  |  |  |  |  |  | I really don't think
 |  |  |  | JUNE: |  |  |  |  |  |  |  | it's a good idea, Jack.
 |  |  |  | I really | don't think |  |  |  |  |  |  | 
 |  |  |  | it's a | good idea, Jack. | 1082 | 01:40:50:11 |  | 01:40:52:09 |  | 01:22 | She's becoming more
 |  |  |  |  |  |  |  |  |  |  |  | unpredictable.
 |  |  |  | She's | becoming more |  |  |  |  |  |  | 
 |  |  |  | unpredictable. |  |  |  |  |  |  |  | 
627 | 01:40:50:14 |  |  | MS - | JUNE EXPLAINS |  |  |  |  |  |  | 
628 | 01:40:52:03 |  |  | MCU | - JACK ARGUES WITH JUNE | 1083 | 01:40:52:11 |  | 01:40:53:21 |  | 01:10 | JACK:
 |  |  |  |  |  |  |  |  |  |  |  | See, unpredictable,
 |  |  |  | JACK: |  |  |  |  |  |  |  | that's a good thing.
 |  |  |  | See, | unpredictable, |  |  |  |  |  |  | 
 |  |  |  | that's | a good thing. |  |  |  |  |  |  | 
 |  |  |  |  |  | 1084 | 01:40:53:23 |  | 01:40:55:10 |  | 01:11 | That's why we still do live TV.
 |  |  |  | That's | why we still do live TV. |  |  |  |  |  |  | 
 |  |  |  |  |  | 1085 | 01:40:55:12 |  | 01:40:56:20 |  | 01:08 | I mean, it's what's gonna
 |  |  |  |  |  |  |  |  |  |  |  | help sell your book.
 |  |  |  | I mean, | it's what's gonna |  |  |  |  |  |  | 
 |  |  |  | help | sell your book. |  |  |  |  |  |  | 
 |  |  |  |  |  | 1086 | 01:40:56:22 |  | 01:40:58:14 |  | 01:16 | JUNE:
 |  |  |  |  |  |  |  |  |  |  |  | This isn't about the book.
 |  |  |  | JUNE: |  |  |  |  |  |  |  | 
 |  |  |  | This | isn't about the book. |  |  |  |  |  |  | 
629 | 01:40:57:11 |  |  | MCU | - JUNE EXPLAINS | 1087 | 01:40:58:16 |  | 01:40:59:10 |  | 00:18 | JACK:
 |  |  |  |  |  |  |  |  |  |  |  | Isn't it?
 |  |  |  | JACK: |  |  |  |  |  |  |  | 
 |  |  |  | Isn't | it? | 1088 | 01:40:59:12 |  | 01:41:00:06 |  | 00:18 | [music ends]
 |  |  |  | [music | ends] |  |  |  |  |  |  | 
 |  |  |  |  |  | 1089 | 01:41:00:08 |  | 01:41:02:21 |  | 02:13 | JUNE:
 |  |  |  |  |  |  |  |  |  |  |  | Yesterday, she went in
 |  |  |  | JUNE: |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | to one of her fugue states,
 |  |  |  | Yesterday, | she went in |  |  |  |  |  |  | 
 |  |  |  | to one | of her fugue states, |  |  |  |  |  |  | 
 |  |  |  |  |  | 1090 | 01:41:02:23 |  | 01:41:04:02 |  | 01:03 | and she, uh,
 |  |  |  | and she, | uh, |  |  |  |  |  |  | 
 |  |  |  |  |  | 1091 | 01:41:05:10 |  | 01:41:07:09 |  | 01:23 | she started saying your name.
 |  |  |  | she started | saying your name. |  |  |  |  |  |  | 
630 | 01:41:07:08 |  |  | MCU | - JACK WATCHES | 1092 | 01:41:08:10 |  | 01:41:10:14 |  | 02:04 | JACK:
 |  |  |  |  |  |  |  |  |  |  |  | She's excited about
 |  |  |  | JACK: |  |  |  |  |  |  |  | being on the show.
 |  |  |  | She's | excited about |  |  |  |  |  |  | 
 |  |  |  | being | on the show. |  |  |  |  |  |  | 
 |  |  |  |  |  | 1093 | 01:41:10:16 |  | 01:41:12:23 |  | 02:07 | JUNE:
 |  |  |  |  |  |  |  |  |  |  |  | No, it was as if she
 |  |  |  | JUNE: |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | was recalling something.
 |  |  |  | No, it | was as if she |  |  |  |  |  |  | 
 |  |  |  | was | recalling something. |  |  |  |  |  |  | 
631 | 01:41:10:20 |  |  | MCU | - JUNE EXPLAINS | 1094 | 01:41:13:01 |  | 01:41:14:01 |  | 01:00 | It was hard to make sense of it,
 |  |  |  |  |  |  |  |  |  |  |  | pg. 79
 |  |  |  | It was | hard to make sense of it, | 1095 | 01:41:14:03 |  | 01:41:15:23 |  | 01:20 | but it was strange,
 |  |  |  |  |  |  |  |  |  |  |  | even for her.
 |  |  |  | but it | was strange, |  |  |  |  |  |  | 
 |  |  |  | even | for her. | 1096 | 01:41:16:01 |  | 01:41:17:20 |  | 01:19 | JACK:
 |  |  |  |  |  |  |  |  |  |  |  | Look, you are ready for this.
 |  |  |  | JACK: |  |  |  |  |  |  |  | 
 |  |  |  | Look, | you are ready for this. |  |  |  |  |  |  | 
632 | 01:41:16:16 |  |  | MCU | - JACK SHRUGS | 1097 | 01:41:17:22 |  | 01:41:19:12 |  | 01:14 | You told me that
 |  |  |  |  |  |  |  |  |  |  |  | you're ready for it.
 |  |  |  | You | told me that |  |  |  |  |  |  | 
 |  |  |  | you're | ready for it. |  |  |  |  |  |  | 
633 | 01:41:18:16 |  |  | MCU | - JUNE EXPLAINS | 1098 | 01:41:19:14 |  | 01:41:20:21 |  | 01:07 | You know you did-
 |  |  |  | You | know you did- |  |  |  |  |  |  | 
 |  |  |  |  |  | 1099 | 01:41:20:23 |  | 01:41:21:20 |  | 00:21 | JUNE:
 |  |  |  |  |  |  |  |  |  |  |  | Yes, well there may have been
 |  |  |  | JUNE: |  |  |  |  |  |  |  | 
 |  |  |  | Yes, | well there may have been |  |  |  |  |  |  | 
 |  |  |  |  |  | 1100 | 01:41:21:22 |  | 01:41:23:18 |  | 01:20 | a few lapses of
 |  |  |  |  |  |  |  |  |  |  |  | judgement on my part.
 |  |  |  | a few | lapses of |  |  |  |  |  |  | 
 |  |  |  | judgement | on my part. |  |  |  |  |  |  | 
634 | 01:41:25:01 |  |  | MCU | - JACK SMILES | 1101 | 01:41:25:13 |  | 01:41:26:15 |  | 01:02 | JACK:
 |  |  |  |  |  |  |  |  |  |  |  | This is your time.
 |  |  |  | JACK: |  |  |  |  |  |  |  | 
 |  |  |  | This | is your time. | 1102 | 01:41:27:12 |  | 01:41:30:15 |  | 03:03 | You've done the work, you're
 |  |  |  |  |  |  |  |  |  |  |  | not gonna back out right now.
